zip,state,county,city1,city1,city2,city3,city4,city5,city6,city7,city8,city9,city10,city11,city12,city13,city14,city15,city16,city17,city18,city19,city20,city21,city22,city23,city24,city25,city26,city27,city28,city29,city30,city31
27207,NC,Chatham County,Bear Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27208,NC,Chatham County,Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27209,NC,Montgomery County,Biscoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27212,NC,Caswell County,Blanch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27213,NC,Chatham County,Bonlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214,NC,Guilford County,Browns Summit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27215,NC,Alamance County,Burlington,Glen Raven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27216,NC,Alamance County,Burlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27217,NC,Alamance County,Burlington,Green Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27220,NC,Alamance County,Burlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27228,NC,Chatham County,Bynum,Pittsboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27229,NC,Montgomery County,Candor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27230,NC,Randolph County,Cedar Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27231,NC,Orange County,Cedar Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27233,NC,Randolph County,Climax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27235,NC,Guilford County,Colfax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27237,NC,Lee County,Cumnock,Sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27239,NC,Davidson County,Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27242,NC,Moore County,Eagle Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27243,NC,Orange County,Efland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27244,NC,Alamance County,Elon,Elon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27247,NC,Montgomery County,Ether,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27248,NC,Randolph County,Franklinville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27249,NC,Guilford County,Gibsonville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27252,NC,Chatham County,Goldston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27253,NC,Alamance County,Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27256,NC,Chatham County,Gulf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27258,NC,Alamance County,Haw River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27259,NC,Chatham County,Highfalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27260,NC,Guilford County,High Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27261,NC,Guilford County,High Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27262,NC,Guilford County,High Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27263,NC,Randolph County,High Point,Archdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27264,NC,Guilford County,High Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27265,NC,Guilford County,High Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27278,NC,Orange County,Hillsborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27281,NC,Moore County,Jackson Springs,Foxfire Village, Foxfire Vlg, Jackson Spgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27282,NC,Guilford County,Jamestown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27283,NC,Guilford County,Julian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27284,NC,Forsyth County,Kernersville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27285,NC,Forsyth County,Kernersville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27288,NC,Rockingham County,Eden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27289,NC,Rockingham County,Eden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27291,NC,Caswell County,Leasburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27292,NC,Davidson County,Lexington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27293,NC,Davidson County,Lexington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27294,NC,Davidson County,Lexington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295,NC,Davidson County,Lexington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27298,NC,Randolph County,Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27299,NC,Davidson County,Linwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27301,NC,Guilford County,Mc Leansville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27302,NC,Alamance County,Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27305,NC,Caswell County,Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27306,NC,Montgomery County,Mount Gilead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27310,NC,Guilford County,Oak Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27311,NC,Caswell County,Pelham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27312,NC,Chatham County,Pittsboro,Fearrington, Fearrington Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27313,NC,Guilford County,Pleasant Garden,Pleasant Gdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27314,NC,Caswell County,Prospect Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27315,NC,Caswell County,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27316,NC,Randolph County,Ramseur,Coleridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27317,NC,Randolph County,Randleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27320,NC,Rockingham County,Reidsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27321,NC,Rockingham County,Reidsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27322,NC,Rockingham County,Reidsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27323,NC,Rockingham County,Reidsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27325,NC,Moore County,Robbins,Glendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27326,NC,Rockingham County,Ruffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27330,NC,Lee County,Sanford,Buffalo Lake, Colon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27331,NC,Lee County,Sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27332,NC,Lee County,Sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27340,NC,Alamance County,Saxapahaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27341,NC,Randolph County,Seagrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27342,NC,Guilford County,Sedalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27343,NC,Person County,Semora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27344,NC,Chatham County,Siler City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27349,NC,Alamance County,Snow Camp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27350,NC,Randolph County,Sophia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27351,NC,Davidson County,Southmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27355,NC,Randolph County,Staley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27356,NC,Montgomery County,Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27357,NC,Rockingham County,Stokesdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27358,NC,Guilford County,Summerfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27359,NC,Alamance County,Swepsonville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27360,NC,Davidson County,Thomasville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27361,NC,Davidson County,Thomasville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27370,NC,Randolph County,Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27371,NC,Montgomery County,Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27373,NC,Davidson County,Wallburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27374,NC,Davidson County,Welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27375,NC,Rockingham County,Wentworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27376,NC,Moore County,West End,Seven Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27377,NC,Guilford County,Whitsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27379,NC,Caswell County,Yanceyville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27395,NC,Guilford County,Greensboro,Greensboro Bmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27401,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27402,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27403,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27404,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27405,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27406,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27407,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27408,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27409,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27410,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27411,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27412,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27413,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27415,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27416,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27417,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27419,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27420,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27425,NC,Guilford County,Greensboro,Amf G Boro, Amf Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27427,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27429,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27435,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27438,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27455,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27480,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27495,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27497,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27498,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27499,NC,Guilford County,Greensboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27501,NC,Harnett County,Angier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27502,NC,Wake County,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27503,NC,Durham County,Bahama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504,NC,Johnston County,Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27505,NC,Harnett County,Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27506,NC,Harnett County,Buies Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27507,NC,Granville County,Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27508,NC,Franklin County,Bunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27509,NC,Granville County,Butner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27510,NC,Orange County,Carrboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511,NC,Wake County,Cary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27512,NC,Wake County,Cary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27513,NC,Wake County,Cary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27514,NC,Orange County,Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27515,NC,Orange County,Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27516,NC,Orange County,Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27517,NC,Orange County,Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27518,NC,Wake County,Cary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27519,NC,Wake County,Cary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27520,NC,Johnston County,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27521,NC,Harnett County,Coats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27522,NC,Granville County,Creedmoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27523,NC,Wake County,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27524,NC,Johnston County,Four Oaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27525,NC,Franklin County,Franklinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27526,NC,Wake County,Fuquay Varina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27527,NC,Johnston County,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27528,NC,Johnston County,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27529,NC,Wake County,Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27530,NC,Wayne County,Goldsboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27531,NC,Wayne County,Goldsboro,Seymour Johnson A F B, Seymour Johnson Afb, Sjafb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27532,NC,Wayne County,Goldsboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27533,NC,Wayne County,Goldsboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27534,NC,Wayne County,Goldsboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27536,NC,Vance County,Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27537,NC,Vance County,Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27539,NC,Wake County,Apex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27540,NC,Wake County,Holly Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27541,NC,Person County,Hurdle Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27542,NC,Johnston County,Kenly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27543,NC,Harnett County,Kipling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27544,NC,Vance County,Kittrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27545,NC,Wake County,Knightdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27546,NC,Harnett County,Lillington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27549,NC,Franklin County,Louisburg,Centerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27551,NC,Warren County,Macon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27552,NC,Harnett County,Mamers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27553,NC,Warren County,Manson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27555,NC,Johnston County,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27556,NC,Vance County,Middleburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27557,NC,Nash County,Middlesex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27559,NC,Chatham County,Moncure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27560,NC,Wake County,Morrisville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27562,NC,Wake County,New Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27563,NC,Warren County,Norlina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27564,NC,Granville County,Creedmoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27565,NC,Granville County,Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27568,NC,Johnston County,Pine Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27569,NC,Johnston County,Princeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27570,NC,Warren County,Ridgeway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27571,NC,Wake County,Rolesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27572,NC,Person County,Rougemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27573,NC,Person County,Roxboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27574,NC,Person County,Roxboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27576,NC,Johnston County,Selma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27577,NC,Johnston County,Smithfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27581,NC,Granville County,Stem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27582,NC,Granville County,Stovall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27583,NC,Person County,Timberlake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27584,NC,Vance County,Townsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27586,NC,Warren County,Vaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587,NC,Wake County,Wake Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27588,NC,Wake County,Wake Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27589,NC,Warren County,Warrenton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27591,NC,Wake County,Wendell,Eagle Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27592,NC,Wake County,Willow Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27593,NC,Johnston County,Wilsons Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594,NC,Warren County,Wise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27596,NC,Franklin County,Youngsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27597,NC,Wake County,Zebulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27599,NC,Orange County,Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27601,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27602,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27603,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27604,NC,Wake County,Raleigh,Brentwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27605,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27606,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27607,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27609,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27611,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27612,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27613,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27614,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27615,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616,NC,Wake County,Raleigh,Brentwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27617,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27619,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27620,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27621,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27622,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27623,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27624,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27625,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27626,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27627,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27628,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27629,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27634,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27635,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27636,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27640,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27650,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27656,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27658,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27661,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27668,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27675,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27676,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27690,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27695,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27697,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27698,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27699,NC,Wake County,Raleigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27701,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27702,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27703,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27704,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27705,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27706,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27707,NC,Durham County,Durham,Shannon Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27708,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27709,NC,Durham County,Durham,Research Triangle Park, Rtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27710,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27711,NC,Durham County,Durham,Research Triangle Park, Rtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27712,NC,Durham County,Durham,Eno Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27713,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27715,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27717,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27722,NC,Durham County,Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27801,NC,Edgecombe County,Rocky Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27802,NC,Nash County,Rocky Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27803,NC,Nash County,Rocky Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27804,NC,Nash County,Rocky Mount,Wesleyan Col, Wesleyan College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27805,NC,Bertie County,Aulander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27806,NC,Beaufort County,Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27807,NC,Nash County,Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27808,NC,Beaufort County,Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27809,NC,Nash County,Battleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27810,NC,Beaufort County,Belhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27811,NC,Pitt County,Bellarthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27812,NC,Pitt County,Bethel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27813,NC,Wilson County,Black Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27814,NC,Beaufort County,Blounts Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27815,NC,Nash County,Rocky Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27816,NC,Franklin County,Castalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27817,NC,Beaufort County,Chocowinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27818,NC,Hertford County,Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
